,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_num_lstm_layers,param_num_dense_layers,param_lstm_units,param_learning_rate,param_dense_units,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,834.2918681621552,44.691492551843844,2.0874278068542482,0.10144554518189057,2,2,64,1e-05,128,32,"{'num_lstm_layers': 2, 'num_dense_layers': 2, 'lstm_units': 64, 'learning_rate': 1e-05, 'dense_units': 128, 'batch_size': 32}",0.5934040047114252,0.5784452296819788,0.5868080094228504,0.5948174322732627,0.5828719519378018,0.5872693256054637,0.006197137704809247,1
1,857.1895899772644,20.15931702089847,2.1457963466644285,0.02736726091061626,3,1,32,1e-05,128,32,"{'num_lstm_layers': 3, 'num_dense_layers': 1, 'lstm_units': 32, 'learning_rate': 1e-05, 'dense_units': 128, 'batch_size': 32}",0.5911660777385159,0.5736160188457008,0.582567726737338,0.5901060070671378,0.5787489692543292,0.5832409599286044,0.006681423179416587,2
